name	chrom	pos
P002382	4	106065033
P002383	4	106076726
P002384	4	106297189
P002385	4	106413367
P002386	4	106921594
P002387	4	107288036
P002388	4	107503209
P002389	4	107820594
P002390	4	108199427
P002391	4	108202966
P002392	4	108408212
P002393	4	109298935
P002394	4	109329149
P002395	4	109938230
P002396	4	110320011
P002397	4	111050203
P002398	4	111538827
P002399	4	114090005
P002400	4	114679294
P002401	4	115213965
P002402	4	115434478
P002403	4	115759582
P002404	4	117895192
P002405	4	118869209
P002406	4	119457368
P002407	4	119698635
P002408	4	119939312
P002409	4	120253853
P002410	4	120285139
P002411	4	120381523
P002412	4	120413966
P002413	4	120897847
P002414	4	120990081
P002415	4	121303624
P002416	4	121769641
P002417	4	123585362
P002418	4	124851900
P002419	4	125172113
P002420	4	125463025
P002421	4	125541914
P002422	4	125544726
P002423	4	125851962
P002424	4	126356626
P002425	4	126572470
P002426	4	126900819
P002427	4	127024013
P002428	4	127357576
P002429	4	127389550
P002430	4	128183104
P002431	4	129133940
P002432	4	130165097
P002433	4	130320729
P002434	4	130456015
P002435	4	131085096
P002436	4	131603050
P002437	4	131939505
P002438	4	132401228
P002439	4	132429741
P002440	4	132588921
P002441	4	132590570
P002442	4	134035312
P002443	4	134347437
P002444	4	134495715
P002445	4	134836983
P002446	4	135947915
P002447	4	136084749
P002448	4	136089879
P002449	4	136194693
P002450	4	137682275
P002451	4	138192283
P002452	4	138720243
P002453	4	138831989
P002454	4	139109752
P002455	4	139128562
P002456	4	139611745
P002457	4	139729690
P002458	4	139835609
P002459	4	139998368
P002460	4	141277309
P002461	4	141352713
P002462	4	141538820
P002463	4	142309742
P002464	4	142314680
P002465	4	142442790
P002466	4	142920478
P002467	4	143125038
P002468	4	143349764
P002469	4	143401638
P002470	4	143540204
P002471	4	143641202
P002472	4	144210162
P002473	4	144358766
P002474	4	144757842
P002475	4	145064279
P002476	4	145978910
P002477	4	146073143
P002478	4	146877869
P002479	4	147052152
P002480	4	147266540
P002481	4	147481601
P002482	4	147482232
P002483	4	147974912
P002484	4	148077508
P002485	4	148897030
P002486	4	149431616
P002487	4	150196361
P002488	4	150256678
P002489	4	150263828
P002490	4	150728623
P002491	4	150784182
P002492	4	150933554
P002493	4	151377047
P002494	4	152370637
P002495	4	152976331
P002496	4	153099273
P002497	4	153178597
P002498	4	153438333
P002499	4	153571180
P002500	4	153729816
P002501	4	153883458
P002502	4	154161797
P002503	4	154320701
P002504	4	154699350
P002505	4	154705836
P002506	4	154772946
P002507	4	155383862
P002508	4	156197346
P002509	4	156649457
P002510	4	156865614
P002511	4	157024390
P002512	4	157031865
P002513	4	157542791
P002514	4	158064499
P002515	4	158103424
P002516	4	158324627
P002517	4	159291059
P002518	4	159574963
P002519	4	159762803
P002520	4	160088137
P002521	4	160097670
P002522	4	160137711
P002523	4	161227344
P002524	4	161510995
P002525	4	161786129
P002526	4	161802451
P002527	4	161938828
P002528	4	162009443
P002529	4	162548865
P002530	4	163299484
P002531	4	163341751
P002532	4	163961653
P002533	4	164068846
P002534	4	165080905
P002535	4	165158520
P002536	4	166373881
P002537	4	166658637
P002538	4	166936205
P002539	4	167085951
P002540	4	167541631
P002541	4	168610601
P002542	4	168994093
P002543	4	169037358
P002544	4	169800062
P002545	4	171405161
P002546	4	172296117
P002547	4	173073568
P002548	4	173177369
P002549	4	173930848
P002550	4	174412913
P002551	4	174766775
P002552	4	175063224
P002553	4	175302173
P002554	4	175434162
P002555	4	175650887
P002556	4	176020166
P002557	4	176055295
P002558	4	176700366
P002559	4	177957938
P002560	4	178093617
P002561	4	178682034
P002562	4	179012585
P002563	4	179154611
P002564	4	179706626
P002565	4	179855893
P002566	4	180289086
P002567	4	180348448
P002568	4	180563760
P002569	4	180798269
P002570	4	181055616
P002571	4	181315715
P002572	4	182183915
P002573	4	182784721
P002574	4	182892047
P002575	4	182978861
P002576	4	183016944
P002577	4	185306117
P002578	4	185324629
P002579	4	185331345
P002580	4	186345094
P002581	4	186422579
P002582	4	186526185
P002583	4	186683717
P002584	4	186830786
P002585	4	186862431
P002586	4	187188806
P002587	4	187655512
P002588	4	188234912
P002589	4	188705292
P002590	4	188763651
P002591	5	1325767
P002592	5	1325803
P002593	5	1951926
P002594	5	2011467
P002595	5	2229014
P002596	5	2371873
P002597	5	2782365
P002598	5	2783458
P002599	5	2784589
P002600	5	2788601
P002601	5	3221409
P002602	5	3574956
P002603	5	4114662
P002604	5	4141262
P002605	5	4208594
P002606	5	4211882
P002607	5	4358951
P002608	5	4528395
P002609	5	4590072
P002610	5	4901556
P002611	5	5059592
P002612	5	5181439
P002613	5	5786036
P002614	5	5997609
P002615	5	6157460
P002616	5	6188186
P002617	5	6462338
P002618	5	6572206
P002619	5	7267949
P002620	5	7281200
P002621	5	7881302
P002622	5	7975171
P002623	5	8403019
P002624	5	8621326
P002625	5	10000817
P002626	5	10382248
P002627	5	10382473
P002628	5	11227646
P002629	5	11229246
P002630	5	12331200
P002631	5	12589944
P002632	5	12629951
P002633	5	14290274
P002634	5	15000268
P002635	5	15002489
P002636	5	15016627
P002637	5	15331131
P002638	5	16629815
P002639	5	16795287
P002640	5	16831106
P002641	5	17758592
P002642	5	18511882
P002643	5	19126149
P002644	5	19508294
P002645	5	19533119
P002646	5	19587415
P002647	5	20034682
P002648	5	21319582
P002649	5	21976487
P002650	5	21990114
P002651	5	22036041
P002652	5	22902838
P002653	5	23322967
P002654	5	23442788
P002655	5	23457763
P002656	5	23773594
P002657	5	23797589
P002658	5	23819475
P002659	5	24370349
P002660	5	24976325
P002661	5	25658190
P002662	5	25936488
P002663	5	26613311
P002664	5	26904191
P002665	5	27568671
P002666	5	27583046
P002667	5	27726308
P002668	5	27935592
P002669	5	27990208
P002670	5	28006560
P002671	5	28044385
P002672	5	28161068
P002673	5	28617578
P002674	5	28752494
P002675	5	29052682
P002676	5	29507658
P002677	5	29849398
P002678	5	31776025
P002679	5	31863958
P002680	5	32362576
P002681	5	32464248
P002682	5	32787417
P002683	5	32893260
P002684	5	33315738
P002685	5	33692396
P002686	5	33814173
P002687	5	33913565
P002688	5	34754305
P002689	5	34844835
P002690	5	35565361
P002691	5	35698786
P002692	5	35766895
P002693	5	35790727
P002694	5	35808752
P002695	5	35873568
P002696	5	36405462
P002697	5	36915163
P002698	5	37015549
P002699	5	37255583
P002700	5	37286617
P002701	5	37717105
P002702	5	37721865
P002703	5	37832798
P002704	5	38306904
P002705	5	39081475
P002706	5	39359240
P002707	5	39361376
P002708	5	39398942
P002709	5	39495775
P002710	5	40641983
P002711	5	40888719
P002712	5	40929003
P002713	5	41061871
P002714	5	41073351
P002715	5	41982851
P002716	5	42119128
P002717	5	42190597
P002718	5	42369223
P002719	5	42670633
P002720	5	42824267
P002721	5	43230616
P002722	5	43429204
P002723	5	43739722
P002724	5	43945887
P002725	5	44196424
P002726	5	44652902
P002727	5	44718710
P002728	5	44822200
P002729	5	45107661
P002730	5	50161524
P002731	5	50279255
P002732	5	50365051
P002733	5	51191314
P002734	5	51237372
P002735	5	51501015
P002736	5	51562410
P002737	5	51618407
P002738	5	52166412
P002739	5	52532450
P002740	5	52632648
P002741	5	52870980
P002742	5	53044827
P002743	5	53198580
P002744	5	53201902
P002745	5	53875569
P002746	5	53923715
P002747	5	54399061
P002748	5	55137355
P002749	5	55198686
P002750	5	55455645
P002751	5	55724047
P002752	5	55815892
P002753	5	55843462
P002754	5	55897014
P002755	5	56251777
P002756	5	56819519
P002757	5	56947271
P002758	5	57251725
P002759	5	57686358
P002760	5	57696902
P002761	5	57820210
P002762	5	58040137
P002763	5	58189130
P002764	5	58190453
P002765	5	58378690
P002766	5	58410221
P002767	5	58535922
P002768	5	58615497
P002769	5	59108188
P002770	5	59240576
P002771	5	59641831
P002772	5	59973498
P002773	5	60201715
P002774	5	60827533
P002775	5	61768225
P002776	5	61905212
P002777	5	62004183
P002778	5	65237212
P002779	5	65266923
P002780	5	65312181
P002781	5	66150737
P002782	5	67012811
P002783	5	68720419
P002784	5	68740021
P002785	5	70663441
P002786	5	70668192
P002787	5	70702913
P002788	5	70752390
P002789	5	70923358
P002790	5	71693899
P002791	5	72202627
P002792	5	72295604
P002793	5	72349984
P002794	5	73207923
P002795	5	73382351
P002796	5	73392666
P002797	5	73840051
P002798	5	73956787
P002799	5	75538460
P002800	5	75642974
P002801	5	75672414
P002802	5	75712103
P002803	5	76250378
P002804	5	76561244
P002805	5	76638917
P002806	5	76836235
P002807	5	77572779
P002808	5	77755767
P002809	5	78067565
P002810	5	78348937
P002811	5	78791399
P002812	5	79333911
P002813	5	79522605
P002814	5	79984714
P002815	5	80311191
P002816	5	80589744
P002817	5	80649866
P002818	5	80798575
P002819	5	81228365
P002820	5	82087711
P002821	5	83313467
P002822	5	84514818
P002823	5	84675535
P002824	5	84712956
P002825	5	85002907
P002826	5	88188238
P002827	5	89697579
P002828	5	90083373
P002829	5	90194112
P002830	5	90428899
P002831	5	90778848
P002832	5	92865272
P002833	5	93401028
P002834	5	94266363
P002835	5	94931333
P002836	5	95192776
P002837	5	95193616
P002838	5	96053605
P002839	5	97260766
P002840	5	98310671
P002841	5	98413595
P002842	5	99848334
P002843	5	99911855
P002844	5	102047487
P002845	5	102089179
P002846	5	102852240
P002847	5	104697481
P002848	5	104885670
P002849	5	105661754
P002850	5	106797311
P002851	5	106841937
P002852	5	107165086
P002853	5	107173281
P002854	5	107653061
P002855	5	108165123
P002856	5	109099010
P002857	5	109353496
P002858	5	109425444
P002859	5	109945133
P002860	5	110909503
P002861	5	111285766
P002862	5	111686810
P002863	5	111860961
P002864	5	112084587
P002865	5	112204896
P002866	5	112380627
P002867	5	112462449
P002868	5	113533857
P002869	5	113996889
P002870	5	115894579
P002871	5	115903185
P002872	5	115948847
P002873	5	116475840
P002874	5	116489040
P002875	5	116788892
P002876	5	116821191
P002877	5	117770328
P002878	5	118469707
P002879	5	118732187
P002880	5	121610952
P002881	5	122600585
P002882	5	122999412
P002883	5	123369821
P002884	5	123498374
P002885	5	124206529
P002886	5	124222445
P002887	5	124348233
P002888	5	124946389
P002889	5	125433208
P002890	5	125454101
P002891	5	125724347
P002892	5	125878769
P002893	5	126246300
P002894	5	126854307
P002895	5	127191705
P002896	5	127295353
P002897	5	127910534
P002898	5	128294981
P002899	5	128867885
P002900	5	130074886
P002901	5	130094296
P002902	5	130918803
P002903	5	131679018
P002904	5	131972588
P002905	5	132359978
P002906	5	132704104
P002907	5	133611026
P002908	5	134352570
P002909	5	134584588
P002910	5	134825683
P002911	5	134828305
P002912	5	134965171
P002913	5	135723811
P002914	5	136098043
P002915	5	136882732
P002916	5	137274665
P002917	5	137865814
P002918	5	138311742
P002919	5	139290403
P002920	5	139457456
P002921	5	139906070
P002922	5	140121428
P002923	5	140564873
P002924	5	140827234
P002925	5	141008127
P002926	5	141501366
P002927	5	141595139
P002928	5	141956242
P002929	5	142225239
P002930	5	145060737
P002931	5	145080340
P002932	5	147713991
P002933	5	148736790
P002934	5	148846557
P002935	5	149582917
P002936	5	150024142
P002937	5	150954648
P002938	5	150973909
P002939	5	151480061
P002940	5	151495893
P002941	5	151771186
P002942	5	151896509
P002943	5	152202156
P002944	5	152548579
P002945	5	152689176
P002946	5	152983887
P002947	5	153650262
P002948	5	154911842
P002949	5	155029953
P002950	5	155430492
P002951	5	155745905
P002952	5	156418790
P002953	5	157798884
P002954	5	158154687
P002955	5	158268754
P002956	5	158577288
P002957	5	158624569
P002958	5	158975210
P002959	5	159292921
P002960	5	160580094
P002961	5	160599373
P002962	5	161571099
P002963	5	161636777
P002964	5	161721244
P002965	5	162011642
P002966	5	162056518
P002967	5	162671706
P002968	5	162675080
P002969	5	162835656
P002970	5	163474595
P002971	5	164064050
P002972	5	164301661
P002973	5	164494873
P002974	5	164967295
P002975	5	165403746
P002976	5	165923647
P002977	5	166551988
P002978	5	167431648
P002979	5	167827563
P002980	5	168314006
P002981	5	168489333
P002982	5	168741960
P002983	5	169440299
P002984	5	169484033
P002985	5	169649830
P002986	5	169799675
P002987	5	169947681
P002988	5	170347400
P002989	5	170688558
P002990	5	170747292
P002991	5	170759354
P002992	5	171783580
P002993	5	171911411
P002994	5	172176904
P002995	5	172218380
P002996	5	172246572
P002997	5	172291249
P002998	5	172431227
P002999	5	172624051
P003000	5	172870287
P003001	5	172928450
P003002	5	172975519
P003003	5	172984562
P003004	5	172987283
P003005	5	173146887
P003006	5	173253897
P003007	5	173739901
P003008	5	173875607
P003009	5	174285849
P003010	5	174733628
P003011	5	174922076
P003012	5	174991957
P003013	5	175176264
P003014	5	175710695
P003015	5	175722910
P003016	5	176719242
P003017	5	176771123
P003018	5	177559143
P003019	5	177568839
P003020	5	177604679
P003021	5	177608450
P003022	5	177830814
P003023	5	179054501
P003024	5	179210804
P003025	5	179218419
P003026	5	179730478
P003027	6	1057482
P003028	6	1105816
P003029	6	1882091
P003030	6	2008850
P003031	6	2177024
P003032	6	2188596
P003033	6	2511559
P003034	6	2650786
P003035	6	2741187
P003036	6	3251749
P003037	6	3281414
P003038	6	4153297
P003039	6	4178912
P003040	6	4660558
P003041	6	4736115
P003042	6	4748422
P003043	6	5036195
P003044	6	5427274
P003045	6	5557943
P003046	6	5562532
P003047	6	5562546
P003048	6	6013273
P003049	6	6250593
P003050	6	6485060
P003051	6	6525303
P003052	6	6560963
P003053	6	6565712
P003054	6	6606227
P003055	6	6832337
P003056	6	6887631
P003057	6	7023749
P003058	6	7810398
P003059	6	7813176
P003060	6	8109931
P003061	6	8118674
P003062	6	8562117
P003063	6	8605770
P003064	6	8622278
P003065	6	8641828
P003066	6	8644094
P003067	6	8651394
P003068	6	8832745
P003069	6	8967430
P003070	6	9074306
P003071	6	9392644
P003072	6	9729745
P003073	6	10109191
P003074	6	10323734
P003075	6	10368708
P003076	6	10452107
P003077	6	10980639
P003078	6	11074302
P003079	6	11343768
P003080	6	11493604
P003081	6	11589630
P003082	6	12048256
P003083	6	12051033
P003084	6	12367746
P003085	6	12872440
P003086	6	12967645
P003087	6	13316249
P003088	6	13383430
P003089	6	13393742
P003090	6	13585406
P003091	6	14071414
P003092	6	14131867
P003093	6	14165108
P003094	6	14536261
P003095	6	15675263
P003096	6	15932892
P003097	6	16086250
P003098	6	16162508
P003099	6	16493863
P003100	6	16550913
P003101	6	16560133
P003102	6	16627255
P003103	6	16949332
P003104	6	17528150
P003105	6	17542304
P003106	6	18022839
P003107	6	18138827
P003108	6	18186730
P003109	6	18187538
P003110	6	18204882
P003111	6	18237661
P003112	6	18603071
P003113	6	18751348
P003114	6	19128247
P003115	6	19150550
P003116	6	19217537
P003117	6	19789579
P003118	6	19821326
P003119	6	20237043
P003120	6	20374128
P003121	6	20391083
P003122	6	20416572
P003123	6	20424359
P003124	6	20468635
P003125	6	20589370
P003126	6	20647660
P003127	6	20688471
P003128	6	20745508
P003129	6	20808742
P003130	6	21166588
P003131	6	21179908
P003132	6	21215421
P003133	6	21995734
P003134	6	22078499
P003135	6	22079196
P003136	6	22215692
P003137	6	22310741
P003138	6	22346116
P003139	6	22903019
P003140	6	23002332
P003141	6	23054094
P003142	6	23395389
P003143	6	23683443
P003144	6	23722844
P003145	6	24280101
P003146	6	24355849
P003147	6	24409906
P003148	6	25847374
P003149	6	25950382
P003150	6	26008260
P003151	6	26027420
P003152	6	26089645
P003153	6	26365493
P003154	6	26474222
P003155	6	26483589
P003156	6	26996011
P003157	6	27231150
P003158	6	27389316
P003159	6	28251370
P003160	6	28678138
P003161	6	29274613
P003162	6	33042551
P003163	6	33050279
P003164	6	33595399
P003165	6	33651322
P003166	6	33787506
P003167	6	34386635
P003168	6	34549107
P003169	6	34558120
P003170	6	35321704
P003171	6	35689719
P003172	6	35936802
P003173	6	36031583
P003174	6	36289878
P003175	6	36392081
P003176	6	36556016
P003177	6	36683774
P003178	6	36771689
P003179	6	36860092
P003180	6	37011511
P003181	6	37502585
P003182	6	37639291
P003183	6	38031460
P003184	6	38068626
P003185	6	38508509
P003186	6	38623000
P003187	6	38786141
P003188	6	38924431
P003189	6	39291609
P003190	6	39838496
P003191	6	40049217
P003192	6	40088705
P003193	6	40460502
P003194	6	40641633
P003195	6	41043308
P003196	6	41315236
P003197	6	41480183
P003198	6	41751351
P003199	6	41892809
P003200	6	41905811
P003201	6	42001731
P003202	6	42131739
P003203	6	42229279
P003204	6	42674983
P003205	6	43387947
P003206	6	43451190
P003207	6	43793391
P003208	6	44064694
P003209	6	44519096
P003210	6	44800388
P003211	6	44802910
P003212	6	44826250
P003213	6	45044542
P003214	6	45569863
P003215	6	45616443
P003216	6	45926504
P003217	6	47160114
P003218	6	47286786
P003219	6	47633989
P003220	6	48083008
P003221	6	48492103
P003222	6	48545822
P003223	6	49190279
P003224	6	49191974
P003225	6	49836078
P003226	6	50064359
P003227	6	50308733
P003228	6	50777042
P003229	6	50922173
P003230	6	51208657
P003231	6	52089559
P003232	6	52256012
P003233	6	52813178
P003234	6	52910698
P003235	6	53035505
P003236	6	53057176
P003237	6	53436597
P003238	6	53508672
P003239	6	54051799
P003240	6	54179431
P003241	6	54185689
P003242	6	54495166
P003243	6	54577809
P003244	6	54811900
P003245	6	55007378
P003246	6	55074274
P003247	6	55255927
P003248	6	55264290
P003249	6	55456080
P003250	6	55468462
P003251	6	55520809
P003252	6	55905637
P003253	6	55958997
P003254	6	56075203
P003255	6	56290542
P003256	6	56377447
P003257	6	56412205
P003258	6	56414455
P003259	6	56446035
P003260	6	56666367
P003261	6	56791605
P003262	6	57065507
P003263	6	57206485
P003264	6	62313150
P003265	6	62620097
P003266	6	62624206
P003267	6	62943051
P003268	6	63600148
P003269	6	64925611
P003270	6	65074238
P003271	6	65119572
P003272	6	65153756
P003273	6	65415442
P003274	6	65749649
P003275	6	65771036
P003276	6	66166861
P003277	6	66555130
P003278	6	66564806
P003279	6	66565457
P003280	6	66591447
P003281	6	66699582
P003282	6	66810050
P003283	6	66838770
P003284	6	66901023
P003285	6	66920730
P003286	6	67116551
P003287	6	67525691
P003288	6	67544604
P003289	6	67923159
P003290	6	68061429
P003291	6	68399382
P003292	6	68431173
P003293	6	68847507
P003294	6	68861893
P003295	6	69393207
P003296	6	69605086
P003297	6	69641096
P003298	6	70326617
P003299	6	70572354
P003300	6	70593803
P003301	6	70909073
P003302	6	71578558
P003303	6	72019007
P003304	6	72108361
P003305	6	72276667
P003306	6	72578985
P003307	6	72642388
P003308	6	73531644
P003309	6	73914827
P003310	6	74581670
P003311	6	75709502
P003312	6	76107040
P003313	6	76543869
P003314	6	76588784
P003315	6	76723011
P003316	6	76917669
P003317	6	77080455
P003318	6	77475069
P003319	6	77480793
P003320	6	78101377
P003321	6	78412428
P003322	6	78803610
P003323	6	78814334
P003324	6	79350712
P003325	6	79482550
P003326	6	79608362
P003327	6	79999687
P003328	6	80512139
P003329	6	80661844
P003330	6	80726409
P003331	6	81381213
P003332	6	81572910
P003333	6	82530332
P003334	6	82587813
P003335	6	82747845
P003336	6	82840466
P003337	6	83064256
P003338	6	83385000
P003339	6	83521054
P003340	6	83963229
P003341	6	84053211
P003342	6	84078564
P003343	6	84349538
P003344	6	85506222
P003345	6	85632631
P003346	6	86098984
P003347	6	87230664
P003348	6	87236328
P003349	6	87967594
P003350	6	88609496
P003351	6	88619084
P003352	6	88758294
P003353	6	88994744
P003354	6	89052225
P003355	6	89208455
P003356	6	89227148
P003357	6	89894101
P003358	6	89897142
P003359	6	90723906
P003360	6	91931446
P003361	6	92382145
P003362	6	92672765
P003363	6	92808457
P003364	6	92886453
P003365	6	92985307
P003366	6	92985361
P003367	6	92986450
P003368	6	93172371
P003369	6	93190806
P003370	6	93287863
P003371	6	93300220
P003372	6	93356927
P003373	6	93406605
P003374	6	93458161
P003375	6	93517132
P003376	6	93543825
P003377	6	93702141
P003378	6	95841494
P003379	6	95969106
P003380	6	96082712
P003381	6	96456491
P003382	6	96763198
P003383	6	96884579
P003384	6	97201926
P003385	6	97312171
P003386	6	97312559
P003387	6	97356570
P003388	6	97426622
P003389	6	97453983
P003390	6	98436660
P003391	6	98566341
P003392	6	99073196
P003393	6	99295068
P003394	6	100095692
P003395	6	100332734
P003396	6	100338714
P003397	6	100434879
P003398	6	100681405
P003399	6	101076493
P003400	6	101716913
P003401	6	101723788
P003402	6	102427271
P003403	6	103459802
P003404	6	103665370
P003405	6	103770944
P003406	6	103912336
P003407	6	104205337
P003408	6	104320791
P003409	6	104690055
P003410	6	104745414
P003411	6	104774047
P003412	6	104785244
P003413	6	104962494
P003414	6	104963813
P003415	6	105198863
P003416	6	105532843
P003417	6	105745188
P003418	6	105971582
P003419	6	106036151
P003420	6	106491032
P003421	6	106573372
P003422	6	106680627
P003423	6	106997897
P003424	6	107120782
P003425	6	107250122
P003426	6	107635670
P003427	6	107638569
P003428	6	107766968
P003429	6	107807880
P003430	6	108432641
P003431	6	109083558
P003432	6	109441596
P003433	6	109665903
P003434	6	110802082
P003435	6	111124065
P003436	6	111401665
P003437	6	111705944
P003438	6	112295332
P003439	6	112454245
P003440	6	112588226
P003441	6	112624189
P003442	6	112793278
P003443	6	112825972
P003444	6	113516734
P003445	6	113626773
P003446	6	113688937
P003447	6	113832110
P003448	6	114009667
P003449	6	114096407
P003450	6	114183141
P003451	6	114275606
P003452	6	114807936
P003453	6	115708803
P003454	6	115775827
P003455	6	116226977
P003456	6	116242740
P003457	6	116627648
P003458	6	116707299
P003459	6	116718123
P003460	6	116721475
P003461	6	116838022
P003462	6	116938896
P003463	6	116944557
P003464	6	117129798
P003465	6	117624768
P003466	6	117778986
P003467	6	117947688
P003468	6	118387296
P003469	6	119259688
P003470	6	119313633
P003471	6	119388861
P003472	6	119419127
P003473	6	119783000
P003474	6	120133537
P003475	6	120464931
P003476	6	120584931
P003477	6	120727234
P003478	6	120759608
P003479	6	121068286
P003480	6	121198315
P003481	6	121606274
P003482	6	121625087
P003483	6	122065395
P003484	6	122200312
P003485	6	122272781
P003486	6	122451903
P003487	6	122581156
P003488	6	122630071
P003489	6	122669832
P003490	6	122937612
P003491	6	123159176
P003492	6	123518994
P003493	6	123673010
P003494	6	123836746
P003495	6	124158252
P003496	6	124408565
P003497	6	124414154
P003498	6	124421392
P003499	6	124486499
P003500	6	124797902
P003501	6	124887359
P003502	6	125007094
P003503	6	125216229
P003504	6	125369051
P003505	6	125665939
P003506	6	125803959
P003507	6	126022296
P003508	6	126090608
P003509	6	126132684
P003510	6	126302201
P003511	6	126372365
P003512	6	126558024
P003513	6	126921856
P003514	6	126947271
P003515	6	127066224
P003516	6	127457841
P003517	6	128172019
P003518	6	128375457
P003519	6	128636403
P003520	6	128763333
P003521	6	128795887
P003522	6	129236667
P003523	6	129267277
P003524	6	129857109
P003525	6	130718366
P003526	6	130761928
P003527	6	131063295
P003528	6	131212522
P003529	6	131542098
P003530	6	131753627
P003531	6	132097656
P003532	6	132192994
P003533	6	132283483
P003534	6	132593369
P003535	6	132942768
P003536	6	133499986
P003537	6	133663636
P003538	6	133666171
P003539	6	133888480
P003540	6	133956507
P003541	6	134437149
P003542	6	134466694
P003543	6	134484073
P003544	6	134651992
P003545	6	134888788
P003546	6	135492392
P003547	6	135517325
P003548	6	135574643
P003549	6	136033075
P003550	6	136574422
P003551	6	136813601
P003552	6	137521223
P003553	6	137531031
P003554	6	137668535
P003555	6	137937059
P003556	6	137965418
P003557	6	138466525
P003558	6	138481591
P003559	6	138506248
P003560	6	138639476
P003561	6	138691483
P003562	6	138728220
P003563	6	138736426
P003564	6	138801650
P003565	6	138921331
P003566	6	139075844
P003567	6	139076770
P003568	6	139143192
P003569	6	139345749
P003570	6	139410271
P003571	6	139450838
P003572	6	139577439
P003573	6	139651758
P003574	6	139663885
P003575	6	139832151
P003576	6	139834012
P003577	6	139840693
P003578	6	139881287
P003579	6	140241946
P003580	6	140474248
P003581	6	140754726
P003582	6	141327019
P003583	6	141840724
P003584	6	142399281
P003585	6	142746691
P003586	6	142878589
P003587	6	143046569
P003588	6	143280421
P003589	6	143515699
P003590	6	143539550
P003591	6	143899845
P003592	6	144069115
P003593	6	144248995
P003594	6	144358117
P003595	6	144406564
P003596	6	144585383
P003597	6	145034402
P003598	6	145967086
P003599	6	146721240
P003600	6	146816019
P003601	6	147323241
P003602	6	147526809
P003603	6	147707311
P003604	6	147898333
P003605	6	147902709
P003606	6	148008880
P003607	6	148242514
P003608	6	148764453
P003609	6	148979033
P003610	6	149049410
P003611	6	149704512
P003612	6	149802362
P003613	6	149946472
P003614	6	150002045
P003615	6	150514249
P003616	6	150514288
P003617	6	150926499
P003618	6	151011990
P003619	6	151253415
P003620	6	151363279
P003621	6	151405377
P003622	6	151665009
P003623	6	151704694
P003624	6	151760726
P003625	6	151768135
P003626	6	151779990
P003627	6	151908242
P003628	6	151914143
P003629	6	152072762
P003630	6	152776654
P003631	6	152882822
P003632	6	152892598
P003633	6	153045913
P003634	6	153228737
P003635	6	153544933
P003636	6	153728032
P003637	6	153935139
P003638	6	154292784
P003639	6	154478674
P003640	6	154533831
P003641	6	154829774
P003642	6	155272960
P003643	6	155454790
P003644	6	155464564
P003645	6	155502213
P003646	6	156836456
P003647	6	156873315
P003648	6	156981315
P003649	6	156984389
P003650	6	157199901
P003651	6	157201067
P003652	6	157219303
P003653	6	157515563
P003654	6	157956508
P003655	6	158085403
P003656	6	158272979
P003657	6	158894523
P003658	6	158918888
P003659	6	158926409
P003660	6	159535533
P003661	6	159631397
P003662	6	160204127
P003663	6	160772900
P003664	6	160908451
P003665	6	160964652
P003666	6	161210017
P003667	6	161324856
P003668	6	161571151
P003669	6	161575543
P003670	6	161988767
P003671	6	162095633
P003672	6	162237472
P003673	6	162317877
P003674	6	162332106
P003675	6	163171970
P003676	6	163172451
P003677	6	163662087
P003678	6	163856782
P003679	6	163913825
P003680	6	164114633
P003681	6	164147217
P003682	6	164629657
P003683	6	164963473
P003684	6	165105022
P003685	6	165423716
P003686	6	165472764
P003687	6	165580199
P003688	6	166049430
P003689	6	166352212
P003690	6	166592832
P003691	6	166918490
P003692	6	167047946
P003693	6	167108650
P003694	6	169503796
P003695	6	169503976
P003696	6	169833505
P003697	6	170011913
P003698	6	170064843
P003699	6	170136351
P003700	6	170783302
P003701	6	170872572
P003702	7	863293
P003703	7	1497115
P003704	7	1821278
P003705	7	2150215
P003706	7	2929427
P003707	7	3281341
P003708	7	3362918
P003709	7	3584594
P003710	7	3813884
P003711	7	4090283
P003712	7	4585142
P003713	7	4661337
P003714	7	5188317
P003715	7	6155873
P003716	7	6541831
P003717	7	7801684
P003718	7	7842707
P003719	7	7860242
P003720	7	7930107
P003721	7	7947541
P003722	7	8145499
P003723	7	8666627
P003724	7	9450069
P003725	7	9671213
P003726	7	10165487
P003727	7	10279603
P003728	7	10855212
P003729	7	10855494
P003730	7	11148385
P003731	7	11282369
P003732	7	11424403
P003733	7	11975718
P003734	7	12138648
P003735	7	12228784
P003736	7	12328765
P003737	7	12339360
P003738	7	12530491
P003739	7	13080760
P003740	7	13308486
P003741	7	13328334
P003742	7	13328621
P003743	7	13635957
P003744	7	13728264
P003745	7	13746466
P003746	7	14038626
P003747	7	14058445
P003748	7	15047933
P003749	7	15055944
P003750	7	15312041
P003751	7	15583116
P003752	7	16172259
P003753	7	16626101
P003754	7	16683937
P003755	7	17803514
P003756	7	17932057
P003757	7	18221304
P003758	7	18812414
P003759	7	20154816
P003760	7	20201886
P003761	7	20374270
P003762	7	20465061
P003763	7	20521897
P003764	7	20807544
P003765	7	20945319
P003766	7	20951836
P003767	7	21333342
P003768	7	21686272
P003769	7	21771465
P003770	7	22237478
P003771	7	22872502
P003772	7	22877707
P003773	7	23538950
P003774	7	23788659
P003775	7	24182997
P003776	7	24302257
P003777	7	24313025
P003778	7	24699712
P003779	7	25014108
P003780	7	25036186
